<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SOLUSDT,1,241110,154500,211.37000000,212.28000000,211.31000000,212.25000000,20028.64300000
SOLUSDT,1,241110,154400,211.66000000,211.70000000,210.77000000,211.38000000,29496.39000000
SOLUSDT,1,241110,154300,211.74000000,211.90000000,211.32000000,211.66000000,13699.93400000
SOLUSDT,1,241110,154200,212.10000000,212.19000000,211.69000000,211.73000000,15328.78700000
SOLUSDT,1,241110,154100,211.82000000,212.25000000,211.73000000,212.11000000,21963.66400000
SOLUSDT,1,241110,154000,211.56000000,211.99000000,211.32000000,211.83000000,23898.97700000
SOLUSDT,1,241110,153900,210.65000000,211.66000000,210.56000000,211.55000000,17679.67000000
SOLUSDT,1,241110,153800,210.54000000,211.28000000,209.42000000,210.66000000,28949.15900000
SOLUSDT,1,241110,153700,210.11000000,210.85000000,209.68000000,210.54000000,14753.81800000
SOLUSDT,1,241110,153600,210.64000000,210.73000000,209.87000000,210.11000000,11768.59700000
SOLUSDT,1,241110,153500,210.08000000,210.84000000,209.95000000,210.64000000,20817.28300000
SOLUSDT,1,241110,153400,210.10000000,210.42000000,209.84000000,210.09000000,21405.00600000
SOLUSDT,1,241110,153300,209.22000000,210.17000000,209.21000000,210.11000000,73266.90200000
SOLUSDT,1,241110,153200,209.12000000,209.37000000,209.02000000,209.21000000,7044.91100000
SOLUSDT,1,241110,153100,208.74000000,209.21000000,208.73000000,209.12000000,18032.13900000
SOLUSDT,1,241110,153000,208.13000000,208.76000000,208.03000000,208.73000000,6619.24700000
SOLUSDT,1,241110,152900,208.11000000,208.33000000,207.98000000,208.13000000,2333.98800000
SOLUSDT,1,241110,152800,208.15000000,208.26000000,207.99000000,208.11000000,4873.12100000
SOLUSDT,1,241110,152700,207.85000000,208.44000000,207.84000000,208.15000000,5276.01400000
SOLUSDT,1,241110,152600,207.50000000,208.10000000,207.49000000,207.85000000,10615.71400000
SOLUSDT,1,241110,152500,207.59000000,207.77000000,207.36000000,207.50000000,6876.25700000
SOLUSDT,1,241110,152400,208.34000000,208.50000000,207.55000000,207.59000000,4418.34800000
SOLUSDT,1,241110,152300,208.41000000,208.50000000,208.24000000,208.34000000,6699.29300000
SOLUSDT,1,241110,152200,208.22000000,208.57000000,208.07000000,208.41000000,5207.19600000
SOLUSDT,1,241110,152100,208.17000000,208.28000000,207.87000000,208.22000000,2916.96200000
SOLUSDT,1,241110,152000,207.90000000,208.24000000,207.79000000,208.17000000,5345.54200000
SOLUSDT,1,241110,151900,207.87000000,207.98000000,207.49000000,207.90000000,3232.88900000
SOLUSDT,1,241110,151800,207.59000000,207.89000000,207.17000000,207.86000000,8909.51500000
SOLUSDT,1,241110,151700,208.50000000,208.53000000,207.56000000,207.59000000,7044.47400000
SOLUSDT,1,241110,151600,208.32000000,208.56000000,208.29000000,208.50000000,9448.11600000
SOLUSDT,1,241110,151500,208.11000000,208.44000000,207.93000000,208.32000000,8855.15700000
SOLUSDT,1,241110,151400,208.10000000,208.38000000,208.00000000,208.12000000,4725.35000000
SOLUSDT,1,241110,151300,207.99000000,208.29000000,207.92000000,208.11000000,7565.00700000
SOLUSDT,1,241110,151200,207.69000000,208.08000000,207.59000000,208.00000000,9835.10700000
SOLUSDT,1,241110,151100,207.30000000,207.69000000,207.17000000,207.69000000,5083.85500000
SOLUSDT,1,241110,151000,206.96000000,207.41000000,206.92000000,207.30000000,15129.79400000
SOLUSDT,1,241110,150900,206.83000000,207.00000000,206.68000000,206.96000000,9668.40000000
SOLUSDT,1,241110,150800,206.91000000,207.00000000,206.55000000,206.83000000,6686.93700000
SOLUSDT,1,241110,150700,206.46000000,206.91000000,206.28000000,206.91000000,4797.23900000
SOLUSDT,1,241110,150600,206.59000000,206.72000000,206.37000000,206.47000000,2591.16200000
SOLUSDT,1,241110,150500,206.55000000,206.77000000,206.38000000,206.59000000,2612.83000000
SOLUSDT,1,241110,150400,206.07000000,206.56000000,206.05000000,206.56000000,2033.75500000
SOLUSDT,1,241110,150300,206.05000000,206.44000000,205.99000000,206.07000000,5022.11000000
SOLUSDT,1,241110,150200,206.13000000,206.46000000,205.88000000,206.05000000,3597.57700000
SOLUSDT,1,241110,150100,205.97000000,206.19000000,205.57000000,206.12000000,7108.12500000
SOLUSDT,1,241110,150000,206.55000000,206.65000000,205.90000000,205.98000000,7465.85300000
SOLUSDT,1,241110,145900,206.58000000,206.83000000,206.54000000,206.54000000,1659.29800000
SOLUSDT,1,241110,145800,206.93000000,206.93000000,206.58000000,206.58000000,5049.80400000
SOLUSDT,1,241110,145700,206.97000000,207.28000000,206.87000000,206.93000000,10031.23100000
SOLUSDT,1,241110,145600,206.07000000,207.04000000,205.86000000,206.98000000,14140.60700000
SOLUSDT,1,241110,145500,205.77000000,206.08000000,205.53000000,206.08000000,4528.58100000
SOLUSDT,1,241110,145400,205.22000000,205.78000000,205.22000000,205.77000000,3324.29500000
SOLUSDT,1,241110,145300,205.51000000,205.55000000,205.00000000,205.21000000,5169.29800000
SOLUSDT,1,241110,145200,205.70000000,205.92000000,205.47000000,205.50000000,4569.15500000
SOLUSDT,1,241110,145100,205.70000000,206.05000000,205.67000000,205.70000000,14219.10900000
SOLUSDT,1,241110,145000,205.11000000,205.79000000,205.02000000,205.70000000,3576.56800000
SOLUSDT,1,241110,144900,204.56000000,205.22000000,204.48000000,205.11000000,6180.31000000
SOLUSDT,1,241110,144800,204.74000000,204.89000000,204.36000000,204.55000000,11524.92800000
SOLUSDT,1,241110,144700,204.89000000,205.10000000,204.73000000,204.73000000,6693.15600000
SOLUSDT,1,241110,144600,204.86000000,204.89000000,204.51000000,204.89000000,5012.06200000
SOLUSDT,1,241110,144500,205.11000000,205.18000000,204.56000000,204.86000000,10984.29100000
SOLUSDT,1,241110,144400,205.19000000,205.24000000,205.00000000,205.11000000,6093.94300000
SOLUSDT,1,241110,144300,205.30000000,205.68000000,205.14000000,205.18000000,2893.92700000
SOLUSDT,1,241110,144200,205.58000000,205.77000000,205.11000000,205.30000000,4454.54300000
SOLUSDT,1,241110,144100,205.61000000,205.61000000,205.14000000,205.58000000,7424.06600000
SOLUSDT,1,241110,144000,205.47000000,205.99000000,205.31000000,205.62000000,5870.85400000
SOLUSDT,1,241110,143900,205.36000000,205.68000000,205.31000000,205.47000000,4160.56000000
SOLUSDT,1,241110,143800,204.94000000,205.50000000,204.61000000,205.37000000,11824.49100000
SOLUSDT,1,241110,143700,205.43000000,205.43000000,204.90000000,204.95000000,33278.33400000
SOLUSDT,1,241110,143600,206.02000000,206.03000000,205.42000000,205.42000000,16647.74700000
SOLUSDT,1,241110,143500,206.46000000,206.53000000,205.95000000,206.02000000,8623.77100000
SOLUSDT,1,241110,143400,206.87000000,206.96000000,206.40000000,206.47000000,8644.98600000
SOLUSDT,1,241110,143300,206.76000000,206.99000000,206.65000000,206.87000000,6022.87300000
SOLUSDT,1,241110,143200,207.14000000,207.34000000,206.73000000,206.77000000,10021.13200000
SOLUSDT,1,241110,143100,207.90000000,207.92000000,207.09000000,207.13000000,11138.09700000
SOLUSDT,1,241110,143000,208.02000000,208.16000000,207.87000000,207.90000000,8926.57400000
SOLUSDT,1,241110,142900,208.54000000,208.58000000,207.98000000,208.02000000,6478.42800000
SOLUSDT,1,241110,142800,208.58000000,208.60000000,208.23000000,208.53000000,5707.12300000
SOLUSDT,1,241110,142700,208.80000000,208.80000000,208.49000000,208.57000000,3149.59500000
SOLUSDT,1,241110,142600,208.42000000,208.96000000,208.35000000,208.81000000,7320.13200000
SOLUSDT,1,241110,142500,209.00000000,209.00000000,208.42000000,208.42000000,6983.21800000
SOLUSDT,1,241110,142400,209.34000000,209.47000000,209.00000000,209.00000000,7954.41400000
SOLUSDT,1,241110,142300,208.76000000,209.42000000,208.67000000,209.34000000,17543.61100000
SOLUSDT,1,241110,142200,208.83000000,208.85000000,208.52000000,208.76000000,7160.98400000
SOLUSDT,1,241110,142100,208.80000000,208.92000000,208.73000000,208.84000000,5451.30300000
SOLUSDT,1,241110,142000,208.83000000,208.95000000,208.74000000,208.81000000,8605.07500000
SOLUSDT,1,241110,141900,208.63000000,208.85000000,208.59000000,208.82000000,4875.69800000
SOLUSDT,1,241110,141800,208.83000000,208.93000000,208.61000000,208.62000000,9329.35100000
SOLUSDT,1,241110,141700,208.50000000,208.87000000,208.43000000,208.84000000,6201.26900000
SOLUSDT,1,241110,141600,208.40000000,208.78000000,208.34000000,208.50000000,28804.40800000
SOLUSDT,1,241110,141500,208.20000000,208.50000000,208.13000000,208.40000000,4433.68700000
SOLUSDT,1,241110,141400,208.23000000,208.23000000,208.05000000,208.20000000,2694.52700000
SOLUSDT,1,241110,141300,208.44000000,208.49000000,208.14000000,208.23000000,5541.35900000
SOLUSDT,1,241110,141200,208.01000000,208.50000000,208.00000000,208.45000000,8514.23200000
SOLUSDT,1,241110,141100,208.09000000,208.10000000,207.95000000,208.00000000,4413.05600000
SOLUSDT,1,241110,141000,207.38000000,208.14000000,207.38000000,208.09000000,23677.57900000
SOLUSDT,1,241110,140900,207.17000000,207.48000000,207.16000000,207.39000000,6139.75400000
SOLUSDT,1,241110,140800,206.92000000,207.18000000,206.91000000,207.18000000,6211.45600000
SOLUSDT,1,241110,140700,206.69000000,206.93000000,206.60000000,206.92000000,5252.97200000
SOLUSDT,1,241110,140600,206.41000000,206.70000000,206.41000000,206.68000000,3800.70000000
SOLUSDT,1,241110,140500,206.37000000,206.50000000,206.35000000,206.42000000,1430.10700000
SOLUSDT,1,241110,140400,206.58000000,206.59000000,206.37000000,206.37000000,3083.48300000
SOLUSDT,1,241110,140300,206.10000000,206.67000000,206.07000000,206.57000000,1934.56800000
SOLUSDT,1,241110,140200,206.14000000,206.27000000,205.95000000,206.09000000,1861.26200000
SOLUSDT,1,241110,140100,206.33000000,206.36000000,206.07000000,206.13000000,1183.03100000
SOLUSDT,1,241110,140000,206.63000000,206.63000000,206.19000000,206.32000000,2205.59400000
SOLUSDT,1,241110,135900,206.66000000,206.71000000,206.62000000,206.63000000,1320.19200000
SOLUSDT,1,241110,135800,206.65000000,206.73000000,206.53000000,206.66000000,3257.52000000
SOLUSDT,1,241110,135700,206.44000000,206.67000000,206.44000000,206.65000000,2451.65400000
SOLUSDT,1,241110,135600,206.29000000,206.53000000,206.08000000,206.45000000,2712.60500000
SOLUSDT,1,241110,135500,206.27000000,206.36000000,205.97000000,206.29000000,2942.76800000
SOLUSDT,1,241110,135400,206.45000000,206.66000000,206.27000000,206.27000000,2509.09300000
SOLUSDT,1,241110,135300,206.48000000,206.63000000,206.31000000,206.44000000,3784.06100000
SOLUSDT,1,241110,135200,206.12000000,206.50000000,206.11000000,206.48000000,2836.34700000
SOLUSDT,1,241110,135100,205.79000000,206.20000000,205.79000000,206.13000000,1593.65900000
SOLUSDT,1,241110,135000,205.64000000,205.88000000,205.53000000,205.79000000,2356.15500000
SOLUSDT,1,241110,134900,205.81000000,205.91000000,205.60000000,205.65000000,1785.46600000
SOLUSDT,1,241110,134800,205.70000000,205.80000000,205.58000000,205.80000000,1199.21200000
SOLUSDT,1,241110,134700,205.41000000,205.84000000,205.40000000,205.69000000,1260.32000000
SOLUSDT,1,241110,134600,205.39000000,205.58000000,205.33000000,205.41000000,2682.75200000
SOLUSDT,1,241110,134500,206.01000000,206.02000000,205.32000000,205.40000000,4932.12400000
SOLUSDT,1,241110,134400,205.88000000,206.01000000,205.80000000,206.00000000,977.14200000
SOLUSDT,1,241110,134300,206.00000000,206.13000000,205.76000000,205.88000000,1316.81300000
SOLUSDT,1,241110,134200,206.02000000,206.11000000,205.82000000,206.00000000,2742.82900000
SOLUSDT,1,241110,134100,205.81000000,206.07000000,205.61000000,206.03000000,3931.16900000
SOLUSDT,1,241110,134000,205.60000000,205.85000000,205.58000000,205.81000000,1126.51000000
SOLUSDT,1,241110,133900,205.71000000,205.72000000,205.56000000,205.61000000,1719.41400000
SOLUSDT,1,241110,133800,205.85000000,205.90000000,205.64000000,205.70000000,1835.77800000
SOLUSDT,1,241110,133700,205.84000000,205.96000000,205.80000000,205.85000000,2040.85600000
SOLUSDT,1,241110,133600,206.05000000,206.28000000,205.83000000,205.83000000,3499.93200000
SOLUSDT,1,241110,133500,206.50000000,206.58000000,206.04000000,206.05000000,3134.02400000
SOLUSDT,1,241110,133400,206.60000000,206.82000000,206.50000000,206.50000000,2030.20600000
SOLUSDT,1,241110,133300,206.62000000,206.74000000,206.52000000,206.59000000,1962.91700000
SOLUSDT,1,241110,133200,206.79000000,206.83000000,206.57000000,206.62000000,3058.14300000
SOLUSDT,1,241110,133100,206.68000000,206.82000000,206.65000000,206.79000000,2578.05400000
SOLUSDT,1,241110,133000,206.57000000,206.68000000,206.40000000,206.68000000,5331.96000000
SOLUSDT,1,241110,132900,206.14000000,206.57000000,206.13000000,206.57000000,2833.77100000
SOLUSDT,1,241110,132800,206.18000000,206.41000000,206.13000000,206.14000000,4572.94200000
SOLUSDT,1,241110,132700,206.19000000,206.25000000,206.10000000,206.18000000,2531.55800000
SOLUSDT,1,241110,132600,205.65000000,206.19000000,205.50000000,206.16000000,5187.81400000
SOLUSDT,1,241110,132500,205.79000000,205.83000000,205.63000000,205.66000000,1674.89700000
SOLUSDT,1,241110,132400,206.08000000,206.10000000,205.66000000,205.79000000,3793.63000000
SOLUSDT,1,241110,132300,205.85000000,206.10000000,205.79000000,206.07000000,3952.15900000
SOLUSDT,1,241110,132200,205.81000000,205.99000000,205.77000000,205.86000000,2554.56900000
SOLUSDT,1,241110,132100,206.03000000,206.04000000,205.58000000,205.81000000,3139.24800000
SOLUSDT,1,241110,132000,206.05000000,206.06000000,205.86000000,206.03000000,3074.62000000
SOLUSDT,1,241110,131900,205.97000000,206.06000000,205.77000000,206.04000000,4104.19200000
SOLUSDT,1,241110,131800,205.55000000,206.04000000,205.55000000,205.97000000,5081.75200000
SOLUSDT,1,241110,131700,205.53000000,205.70000000,205.42000000,205.56000000,2088.87200000
SOLUSDT,1,241110,131600,205.64000000,205.77000000,205.43000000,205.53000000,2620.93900000
SOLUSDT,1,241110,131500,205.97000000,206.09000000,205.54000000,205.64000000,6070.95000000
SOLUSDT,1,241110,131400,205.46000000,205.98000000,205.43000000,205.97000000,3668.52300000
SOLUSDT,1,241110,131300,205.70000000,205.83000000,205.46000000,205.46000000,4066.41700000
SOLUSDT,1,241110,131200,205.38000000,205.72000000,205.32000000,205.69000000,3498.96400000
SOLUSDT,1,241110,131100,205.34000000,205.64000000,205.34000000,205.38000000,3365.80200000
SOLUSDT,1,241110,131000,205.70000000,205.75000000,205.32000000,205.34000000,2938.84400000
SOLUSDT,1,241110,130900,205.49000000,205.75000000,205.47000000,205.69000000,5301.98800000
SOLUSDT,1,241110,130800,205.44000000,205.50000000,205.32000000,205.49000000,4336.65200000
SOLUSDT,1,241110,130700,205.39000000,205.50000000,205.33000000,205.44000000,9005.70300000
SOLUSDT,1,241110,130600,205.32000000,205.50000000,205.29000000,205.38000000,7200.01200000
SOLUSDT,1,241110,130500,205.34000000,205.39000000,205.09000000,205.31000000,4049.24800000
SOLUSDT,1,241110,130400,205.38000000,205.42000000,205.23000000,205.34000000,3748.85300000
SOLUSDT,1,241110,130300,205.07000000,205.40000000,205.03000000,205.34000000,1931.75300000
SOLUSDT,1,241110,130200,205.02000000,205.14000000,204.80000000,205.07000000,3715.20200000
SOLUSDT,1,241110,130100,205.25000000,205.29000000,204.93000000,205.01000000,2423.05800000
SOLUSDT,1,241110,130000,205.49000000,205.50000000,205.18000000,205.26000000,7098.31700000
SOLUSDT,1,241110,125900,205.17000000,205.50000000,205.14000000,205.49000000,2737.16200000
SOLUSDT,1,241110,125800,205.01000000,205.30000000,205.00000000,205.17000000,5638.51100000
SOLUSDT,1,241110,125700,205.11000000,205.19000000,205.00000000,205.01000000,9996.48600000
SOLUSDT,1,241110,125600,205.01000000,205.20000000,205.00000000,205.12000000,5405.41200000
SOLUSDT,1,241110,125500,204.94000000,205.15000000,204.93000000,205.01000000,5342.56100000
SOLUSDT,1,241110,125400,204.84000000,204.93000000,204.73000000,204.93000000,2338.74600000
SOLUSDT,1,241110,125300,204.73000000,204.84000000,204.58000000,204.84000000,2522.85200000
SOLUSDT,1,241110,125200,204.13000000,204.75000000,204.13000000,204.74000000,4406.12900000
SOLUSDT,1,241110,125100,204.07000000,204.24000000,204.00000000,204.12000000,5380.77700000
SOLUSDT,1,241110,125000,204.04000000,204.16000000,203.97000000,204.07000000,1867.68500000
SOLUSDT,1,241110,124900,203.71000000,204.24000000,203.66000000,204.04000000,3753.98800000
SOLUSDT,1,241110,124800,203.94000000,203.94000000,203.47000000,203.72000000,4441.70800000
SOLUSDT,1,241110,124700,204.17000000,204.26000000,203.84000000,203.94000000,2602.67200000
SOLUSDT,1,241110,124600,204.01000000,204.17000000,203.58000000,204.16000000,10605.45000000
SOLUSDT,1,241110,124500,204.14000000,204.14000000,204.00000000,204.02000000,2108.92800000
SOLUSDT,1,241110,124400,204.20000000,204.20000000,204.06000000,204.14000000,4231.67700000
SOLUSDT,1,241110,124300,204.44000000,204.45000000,204.10000000,204.20000000,2107.46100000
SOLUSDT,1,241110,124200,204.26000000,204.46000000,204.20000000,204.43000000,2556.61500000
SOLUSDT,1,241110,124100,204.11000000,204.30000000,204.00000000,204.25000000,4710.98700000
SOLUSDT,1,241110,124000,204.01000000,204.27000000,204.01000000,204.10000000,3387.76200000
SOLUSDT,1,241110,123900,204.04000000,204.20000000,203.98000000,204.00000000,6764.99800000
SOLUSDT,1,241110,123800,204.11000000,204.15000000,203.93000000,204.04000000,9830.29400000
SOLUSDT,1,241110,123700,204.36000000,204.49000000,204.10000000,204.11000000,3282.67200000
SOLUSDT,1,241110,123600,204.67000000,204.76000000,204.36000000,204.37000000,3855.88700000
SOLUSDT,1,241110,123500,204.50000000,204.76000000,204.30000000,204.67000000,5109.13400000
SOLUSDT,1,241110,123400,204.47000000,204.62000000,204.36000000,204.51000000,4073.41000000
SOLUSDT,1,241110,123300,204.06000000,204.46000000,204.02000000,204.46000000,2899.88400000
SOLUSDT,1,241110,123200,203.97000000,204.26000000,203.91000000,204.06000000,3909.24700000
SOLUSDT,1,241110,123100,204.04000000,204.17000000,203.71000000,203.96000000,5290.94700000
SOLUSDT,1,241110,123000,203.72000000,204.06000000,203.49000000,204.04000000,6490.86500000
SOLUSDT,1,241110,122900,203.80000000,204.04000000,203.68000000,203.72000000,9825.70100000
SOLUSDT,1,241110,122800,204.09000000,204.16000000,203.72000000,203.80000000,8955.16200000
SOLUSDT,1,241110,122700,204.92000000,204.92000000,204.00000000,204.10000000,10459.18100000
SOLUSDT,1,241110,122600,204.69000000,205.06000000,204.40000000,204.92000000,3836.34300000
SOLUSDT,1,241110,122500,205.17000000,205.17000000,204.64000000,204.70000000,4005.26300000
SOLUSDT,1,241110,122400,204.78000000,205.23000000,204.76000000,205.16000000,2769.28600000
SOLUSDT,1,241110,122300,204.87000000,204.92000000,204.60000000,204.77000000,3685.94500000
SOLUSDT,1,241110,122200,204.45000000,205.05000000,204.43000000,204.87000000,8407.50900000
